trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.8992, 'e': 1.0}",20,0,-99.42247954769046,"{0: 9, 1: 3, 2: 7, 3: 1, 4: 0}",0
2,False,"{'a': 0.8984, 'e': 0.99850112443771089}",30,0,-169.2866818175609,"{0: 12, 1: 8, 2: 8, 3: 1, 4: 1}",0
3,False,"{'a': 0.8976, 'e': 0.997004495503373}",20,0,-85.67969249076847,"{0: 11, 1: 2, 2: 5, 3: 2, 4: 0}",0
4,False,"{'a': 0.8967999999999999, 'e': 0.99551010982957056}",30,0,-195.85651400987746,"{0: 15, 1: 4, 2: 7, 3: 2, 4: 2}",0
5,False,"{'a': 0.8959999999999999, 'e': 0.99401796405393528}",30,7,-69.72833846246287,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 1}",1
6,False,"{'a': 0.8951999999999999, 'e': 0.99252805481913842}",20,0,-152.01111326694672,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 3}",0
7,False,"{'a': 0.8943999999999999, 'e': 0.99104037877288365}",20,0,-35.331108425142595,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
8,False,"{'a': 0.8935999999999998, 'e': 0.98955493256789928}",20,0,-124.1925994218122,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
9,False,"{'a': 0.8927999999999998, 'e': 0.98807171286193052}",30,0,-165.86749257831522,"{0: 20, 1: 1, 2: 4, 3: 3, 4: 2}",0
10,False,"{'a': 0.8919999999999998, 'e': 0.98659071631773265}",20,0,-50.43669832492208,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
11,False,"{'a': 0.8911999999999998, 'e': 0.98511193960306265}",20,0,-47.616431935076236,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
12,False,"{'a': 0.8903999999999997, 'e': 0.98363537939067236}",25,12,-101.01270458931353,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 2}",1
13,False,"{'a': 0.8895999999999997, 'e': 0.98216103235830077}",30,0,-88.89825629053979,"{0: 25, 1: 1, 2: 1, 3: 1, 4: 2}",0
14,False,"{'a': 0.8887999999999997, 'e': 0.9806888951886662}",20,0,-86.02487450135,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
15,False,"{'a': 0.8879999999999997, 'e': 0.97921896456945956}",20,10,-20.447763680137,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 0}",1
16,False,"{'a': 0.8871999999999997, 'e': 0.97775123719333634}",25,0,-140.81443615247073,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
17,False,"{'a': 0.8863999999999996, 'e': 0.97628570975790929}",20,0,-188.48611168984854,"{0: 7, 1: 3, 2: 6, 3: 2, 4: 2}",0
18,False,"{'a': 0.8855999999999996, 'e': 0.97482237896574109}",20,0,-169.54815493582686,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
19,False,"{'a': 0.8847999999999996, 'e': 0.97336124152433678}",25,0,-170.21126553421442,"{0: 12, 1: 3, 2: 7, 3: 1, 4: 2}",0
20,False,"{'a': 0.8839999999999996, 'e': 0.9719022941461366}",20,0,-183.47646646244718,"{0: 8, 1: 3, 2: 4, 3: 3, 4: 2}",0
21,False,"{'a': 0.8831999999999995, 'e': 0.97044553354850815}",30,0,-97.79043652010515,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
22,False,"{'a': 0.8823999999999995, 'e': 0.96899095645373967}",30,0,-323.291701617466,"{0: 14, 1: 2, 2: 5, 3: 4, 4: 5}",0
23,False,"{'a': 0.8815999999999995, 'e': 0.96753855958903201}",20,0,-85.59905253174401,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",1
24,False,"{'a': 0.8807999999999995, 'e': 0.96608833968649155}",25,0,-13.72178591081859,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
25,False,"{'a': 0.8799999999999994, 'e': 0.96464029348312308}",20,0,-79.83709058333523,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
26,False,"{'a': 0.8791999999999994, 'e': 0.96319441772082182}",30,0,-146.84217385658258,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
27,False,"{'a': 0.8783999999999994, 'e': 0.96175070914636673}",20,0,-88.19290735657195,"{0: 9, 1: 2, 2: 9, 3: 0, 4: 0}",0
28,False,"{'a': 0.8775999999999994, 'e': 0.96030916451141302}",25,0,-95.25300361109532,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
29,False,"{'a': 0.8767999999999994, 'e': 0.95886978057248451}",20,15,9.028115982594903,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,False,"{'a': 0.8759999999999993, 'e': 0.95743255409096695}",20,0,-98.06325732718568,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
31,False,"{'a': 0.8751999999999993, 'e': 0.95599748183309996}",20,0,-88.51610653583528,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
32,False,"{'a': 0.8743999999999993, 'e': 0.9545645605699703}",20,0,-184.17066307408368,"{0: 10, 1: 3, 2: 2, 3: 2, 4: 3}",0
33,False,"{'a': 0.8735999999999993, 'e': 0.95313378707750473}",20,0,-69.6686577445156,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
34,False,"{'a': 0.8727999999999992, 'e': 0.95170515813646217}",20,0,-166.78309016155754,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
35,False,"{'a': 0.8719999999999992, 'e': 0.95027867053242698}",20,0,-76.39726129215586,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
36,False,"{'a': 0.8711999999999992, 'e': 0.94885432105580125}",30,0,-35.191413570818554,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
37,False,"{'a': 0.8703999999999992, 'e': 0.94743210650179832}",20,0,-102.85020254509327,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
38,False,"{'a': 0.8695999999999992, 'e': 0.94601202367043469}",20,0,-68.818661604115,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
39,False,"{'a': 0.8687999999999991, 'e': 0.94459406936652335}",25,0,-70.5482733262753,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 0}",0
40,False,"{'a': 0.8679999999999991, 'e': 0.94317824039966658}",20,12,-36.62800545597408,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
41,False,"{'a': 0.8671999999999991, 'e': 0.94176453358424872}",20,0,-57.484987156044866,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
42,False,"{'a': 0.8663999999999991, 'e': 0.94035294573942863}",20,0,-147.5154111847074,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 3}",0
43,False,"{'a': 0.865599999999999, 'e': 0.93894347368913322}",25,0,-216.56592026634053,"{0: 9, 1: 3, 2: 9, 3: 2, 4: 2}",0
44,False,"{'a': 0.864799999999999, 'e': 0.93753611426204975}",20,0,-148.68728286143536,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
45,False,"{'a': 0.863999999999999, 'e': 0.93613086429161885}",25,0,-59.742498937718715,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
46,False,"{'a': 0.863199999999999, 'e': 0.93472772061602749}",30,0,-146.63370792750734,"{0: 17, 1: 2, 2: 8, 3: 2, 4: 1}",0
47,False,"{'a': 0.862399999999999, 'e': 0.93332668007820196}",25,0,-186.99186614261194,"{0: 14, 1: 2, 2: 3, 3: 4, 4: 2}",0
48,False,"{'a': 0.8615999999999989, 'e': 0.93192773952580032}",20,0,-97.51291804397489,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
49,False,"{'a': 0.8607999999999989, 'e': 0.93053089581120574}",20,0,-41.75550438572068,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
50,False,"{'a': 0.8599999999999989, 'e': 0.92913614579151926}",20,0,-139.9371662997089,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 3}",0
51,False,"{'a': 0.8591999999999989, 'e': 0.92774348632855286}",25,0,-123.81130217388996,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
52,False,"{'a': 0.8583999999999988, 'e': 0.92635291428882216}",20,0,-157.82989777665938,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
53,False,"{'a': 0.8575999999999988, 'e': 0.92496442654353928}",20,0,-95.32648189556478,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
54,False,"{'a': 0.8567999999999988, 'e': 0.92357801996860645}",25,0,-170.46332322974422,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
55,False,"{'a': 0.8559999999999988, 'e': 0.92219369144460805}",25,0,-141.02530000428433,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
56,False,"{'a': 0.8551999999999987, 'e': 0.92081143785680453}",25,0,-97.63506106641327,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
57,False,"{'a': 0.8543999999999987, 'e': 0.91943125609512466}",20,0,-102.1558337742439,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
58,False,"{'a': 0.8535999999999987, 'e': 0.91805314305415886}",30,0,-70.68118909354875,"{0: 19, 1: 2, 2: 9, 3: 0, 4: 0}",0
59,False,"{'a': 0.8527999999999987, 'e': 0.91667709563315225}",20,7,-33.222299912533714,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
60,False,"{'a': 0.8519999999999986, 'e': 0.91530311073599757}",25,13,-3.2861705737962525,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
61,False,"{'a': 0.8511999999999986, 'e': 0.91393118527122819}",25,0,-103.08139273503917,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
62,False,"{'a': 0.8503999999999986, 'e': 0.91256131615201119}",20,0,-106.12762585746287,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
63,False,"{'a': 0.8495999999999986, 'e': 0.91119350029614055}",20,0,-114.87352381534691,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
64,False,"{'a': 0.8487999999999986, 'e': 0.90982773462602995}",20,0,-54.97253379020006,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
65,False,"{'a': 0.8479999999999985, 'e': 0.90846401606870619}",25,13,-9.82920558441938,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
66,False,"{'a': 0.8471999999999985, 'e': 0.90710234155580172}",30,0,-196.4584000234042,"{0: 20, 1: 1, 2: 3, 3: 3, 4: 3}",0
67,False,"{'a': 0.8463999999999985, 'e': 0.9057427080235485}",25,0,-125.36353464659629,"{0: 14, 1: 0, 2: 9, 3: 1, 4: 1}",0
68,False,"{'a': 0.8455999999999985, 'e': 0.90438511241277042}",25,0,-31.940196640568033,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
69,False,"{'a': 0.8447999999999984, 'e': 0.90302955166887677}",25,0,-69.09632927460453,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
70,False,"{'a': 0.8439999999999984, 'e': 0.90167602274185543}",25,0,-171.52740578167285,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
71,False,"{'a': 0.8431999999999984, 'e': 0.90032452258626561}",30,0,-108.56524098691736,"{0: 19, 1: 2, 2: 8, 3: 0, 4: 1}",0
72,False,"{'a': 0.8423999999999984, 'e': 0.89897504816123142}",25,0,-138.04228323159987,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
73,False,"{'a': 0.8415999999999983, 'e': 0.89762759643043488}",20,0,-230.8563979446996,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 5}",0
74,False,"{'a': 0.8407999999999983, 'e': 0.89628216436210895}",20,0,-45.222822156446135,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
75,False,"{'a': 0.8399999999999983, 'e': 0.89493874892903102}",25,0,-99.47495945871948,"{0: 14, 1: 2, 2: 7, 3: 2, 4: 0}",0
76,False,"{'a': 0.8391999999999983, 'e': 0.89359734710851568}",25,0,-108.76017264084726,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
77,False,"{'a': 0.8383999999999983, 'e': 0.8922579558824083}",20,0,-178.70777555923425,"{0: 12, 1: 0, 2: 3, 3: 2, 4: 3}",0
78,False,"{'a': 0.8375999999999982, 'e': 0.8909205722370781}",20,0,-50.305128953954586,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
79,False,"{'a': 0.8367999999999982, 'e': 0.88958519316341134}",20,0,-106.09447971771213,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
80,False,"{'a': 0.8359999999999982, 'e': 0.88825181565680444}",25,0,-176.00911795451418,"{0: 9, 1: 2, 2: 10, 3: 4, 4: 0}",0
81,False,"{'a': 0.8351999999999982, 'e': 0.88692043671715748}",20,0,-77.87163101309477,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
82,False,"{'a': 0.8343999999999981, 'e': 0.88559105334886734}",30,0,-74.31080898397964,"{0: 24, 1: 1, 2: 2, 3: 2, 4: 1}",0
83,False,"{'a': 0.8335999999999981, 'e': 0.8842636625608209}",20,0,-175.49937637072742,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 4}",0
84,False,"{'a': 0.8327999999999981, 'e': 0.8829382613663882}",25,0,-145.5443579869008,"{0: 16, 1: 2, 2: 3, 3: 2, 4: 2}",0
85,False,"{'a': 0.8319999999999981, 'e': 0.88161484678341606}",20,0,-102.85869084284353,"{0: 9, 1: 1, 2: 9, 3: 1, 4: 0}",0
86,False,"{'a': 0.831199999999998, 'e': 0.88029341583422116}",20,0,-61.24259584432958,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
87,False,"{'a': 0.830399999999998, 'e': 0.87897396554558316}",25,0,-146.01169991306972,"{0: 15, 1: 5, 2: 2, 3: 0, 4: 3}",0
88,False,"{'a': 0.829599999999998, 'e': 0.8776564929487386}",20,15,-4.119278738343644,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
89,False,"{'a': 0.828799999999998, 'e': 0.87634099507937324}",25,0,-77.29983242111042,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
90,False,"{'a': 0.827999999999998, 'e': 0.87502746897761674}",20,0,-70.71586982368157,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
91,False,"{'a': 0.8271999999999979, 'e': 0.87371591168803442}",20,5,-19.52355968303324,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
92,False,"{'a': 0.8263999999999979, 'e': 0.87240632025962206}",25,0,-74.7549222241616,"{0: 18, 1: 1, 2: 3, 3: 3, 4: 0}",0
93,False,"{'a': 0.8255999999999979, 'e': 0.87109869174579835}",25,0,-88.81673091549995,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
94,False,"{'a': 0.8247999999999979, 'e': 0.86979302320439855}",20,0,-111.07411587298944,"{0: 9, 1: 4, 2: 6, 3: 0, 4: 1}",0
95,False,"{'a': 0.8239999999999978, 'e': 0.86848931169766785}",20,9,-38.42322858056175,"{0: 6, 1: 2, 2: 2, 3: 1, 4: 0}",1
96,False,"{'a': 0.8231999999999978, 'e': 0.86718755429225491}",20,0,-126.80375677619888,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",0
97,False,"{'a': 0.8223999999999978, 'e': 0.86588774805920499}",30,0,-199.2559541554147,"{0: 15, 1: 5, 2: 5, 3: 3, 4: 2}",0
98,False,"{'a': 0.8215999999999978, 'e': 0.86458989007395348}",25,0,-139.70177806279457,"{0: 12, 1: 5, 2: 5, 3: 2, 4: 1}",0
99,False,"{'a': 0.8207999999999978, 'e': 0.86329397741631941}",25,0,-73.89723646622086,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
100,False,"{'a': 0.8199999999999977, 'e': 0.86200000717049874}",25,7,-24.30019369870817,"{0: 15, 1: 0, 2: 1, 3: 2, 4: 0}",1
101,False,"{'a': 0.8191999999999977, 'e': 0.86070797642505781}",25,0,-99.45717664336644,"{0: 15, 1: 1, 2: 7, 3: 2, 4: 0}",0
102,False,"{'a': 0.8183999999999977, 'e': 0.85941788227292693}",20,0,-60.44778641324014,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
103,False,"{'a': 0.8175999999999977, 'e': 0.8581297218113938}",20,5,-33.56584573686708,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 0}",1
104,False,"{'a': 0.8167999999999976, 'e': 0.85684349214209676}",25,0,-65.18952318628418,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
105,False,"{'a': 0.8159999999999976, 'e': 0.85555919037101846}",20,0,-57.070473811352635,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
106,False,"{'a': 0.8151999999999976, 'e': 0.85427681360847951}",25,11,-60.4121906731486,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 1}",1
107,False,"{'a': 0.8143999999999976, 'e': 0.85299635896913151}",25,0,-118.95932111411693,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
108,False,"{'a': 0.8135999999999975, 'e': 0.85171782357195103}",25,0,-105.30731220023475,"{0: 16, 1: 0, 2: 6, 3: 3, 4: 0}",0
109,False,"{'a': 0.8127999999999975, 'e': 0.85044120454023298}",20,0,-55.23781613489332,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
110,False,"{'a': 0.8119999999999975, 'e': 0.84916649900158392}",20,12,-10.191840203274577,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
111,False,"{'a': 0.8111999999999975, 'e': 0.84789370408791587}",25,0,-158.67057286657237,"{0: 14, 1: 0, 2: 8, 3: 1, 4: 2}",0
112,False,"{'a': 0.8103999999999975, 'e': 0.84662281693543961}",20,0,-23.83790706508318,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
