trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
627,False,"{'a': 0.39839999999998565, 'e': 0.39101865857291823}",20,10,17.628402482386317,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.39759999999998563, 'e': 0.39043257026118422}",20,8,-39.03258734990662,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
629,False,"{'a': 0.3967999999999856, 'e': 0.38984736042289797}",25,15,-12.590314205297153,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
630,False,"{'a': 0.3959999999999856, 'e': 0.3892630277413372}",30,15,-17.37052737085598,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
631,False,"{'a': 0.39519999999998556, 'e': 0.38867957090175298}",20,1,15.376931737379913,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
632,False,"{'a': 0.39439999999998554, 'e': 0.38809698859136738}",30,19,7.329885736458339,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
633,False,"{'a': 0.3935999999999855, 'e': 0.38751527949936976}",20,12,-5.995449401216137,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
634,False,"{'a': 0.3927999999999855, 'e': 0.38693444231691454}",20,4,-43.97054433472415,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 1}",1
635,False,"{'a': 0.39199999999998547, 'e': 0.38635447573711773}",20,0,-5.240524084835497,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
636,False,"{'a': 0.39119999999998545, 'e': 0.38577537845505433}",25,11,-11.567267189628266,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
637,False,"{'a': 0.3903999999999854, 'e': 0.38519714916775516}",25,2,-8.611756001704702,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 0}",1
638,False,"{'a': 0.3895999999999854, 'e': 0.3846197865742042}",20,10,-3.0714075860517145,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
639,False,"{'a': 0.3887999999999854, 'e': 0.38404328937533527}",35,0,7.904540481063423,"{0: 31, 1: 1, 2: 3, 3: 0, 4: 0}",0
640,False,"{'a': 0.38799999999998536, 'e': 0.38346765627402946}",25,0,-26.682345872527208,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
641,False,"{'a': 0.38719999999998533, 'e': 0.38289288597511206}",25,13,7.511818983819759,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
642,False,"{'a': 0.3863999999999853, 'e': 0.38231897718534957}",30,5,15.28716597458697,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
643,False,"{'a': 0.3855999999999853, 'e': 0.38174592861344708}",25,16,17.65733805278612,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.38479999999998526, 'e': 0.38117373897004503}",25,4,-46.21849937689254,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 1}",1
645,False,"{'a': 0.38399999999998524, 'e': 0.38060240696771647}",20,10,-73.84849494598643,"{0: 5, 1: 0, 2: 4, 3: 0, 4: 1}",1
646,False,"{'a': 0.3831999999999852, 'e': 0.38003193132096413}",20,11,-4.636558742399095,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
647,False,"{'a': 0.3823999999999852, 'e': 0.37946231074621761}",20,0,2.481012094623951,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
648,False,"{'a': 0.3815999999999852, 'e': 0.37889354396183028}",20,9,19.009179590621375,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.38079999999998515, 'e': 0.37832562968807681}",20,12,-0.9622787793233811,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.3799999999999851, 'e': 0.37775856664714969}",25,2,-0.6914749890350602,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
651,False,"{'a': 0.3791999999999851, 'e': 0.37719235356315695}",20,0,-65.21270334031765,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
652,False,"{'a': 0.3783999999999851, 'e': 0.37662698916211879}",20,4,-33.41923683529061,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
653,False,"{'a': 0.37759999999998506, 'e': 0.3760624721719652}",25,11,10.794172032404617,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
654,False,"{'a': 0.37679999999998504, 'e': 0.37549880132253255}",20,0,-2.8989199236409764,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
655,False,"{'a': 0.375999999999985, 'e': 0.37493597534556139}",25,3,6.310090181449404,"{0: 18, 1: 3, 2: 1, 3: 0, 4: 0}",1
656,False,"{'a': 0.375199999999985, 'e': 0.37437399297469287}",25,0,-14.679186804961155,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
657,False,"{'a': 0.37439999999998497, 'e': 0.37381285294546651}",30,16,-34.33027307020011,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
658,False,"{'a': 0.37359999999998494, 'e': 0.37325255399531693}",25,15,0.4828025986452156,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
659,False,"{'a': 0.3727999999999849, 'e': 0.37269309486357138}",20,12,13.652070207492748,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.3719999999999849, 'e': 0.37213447429144647}",20,13,-27.65530819631561,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
661,False,"{'a': 0.3711999999999849, 'e': 0.37157669102204571}",20,11,-4.1398645719360125,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
662,False,"{'a': 0.37039999999998485, 'e': 0.37101974380035652}",20,9,20.95074691997224,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.36959999999998483, 'e': 0.37046363137324739}",20,1,-86.99236992823154,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 1}",1
664,False,"{'a': 0.3687999999999848, 'e': 0.36990835248946513}",20,0,-45.47343408007083,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
665,False,"{'a': 0.3679999999999848, 'e': 0.36935390589963207}",20,0,17.227335273943478,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
666,False,"{'a': 0.36719999999998476, 'e': 0.36880029035624301}",25,10,-25.072056012954597,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 0}",1
667,False,"{'a': 0.36639999999998474, 'e': 0.36824750461366296}",30,2,-41.21733827019978,"{0: 25, 1: 0, 2: 0, 3: 2, 4: 1}",1
668,False,"{'a': 0.3655999999999847, 'e': 0.3676955474281236}",20,11,-3.9440754061968537,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
669,False,"{'a': 0.3647999999999847, 'e': 0.36714441755772104}",35,16,19.184771841334527,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
670,False,"{'a': 0.36399999999998467, 'e': 0.36659411376241285}",25,0,-73.31011786537037,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
671,False,"{'a': 0.36319999999998465, 'e': 0.36604463480401533}",20,0,15.31562370392117,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
672,False,"{'a': 0.3623999999999846, 'e': 0.3654959794462006}",25,16,17.86691451770229,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.3615999999999846, 'e': 0.36494814645449375}",20,4,-17.013672098814503,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
674,False,"{'a': 0.3607999999999846, 'e': 0.36440113459627038}",20,9,-2.03740549592976,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
675,False,"{'a': 0.35999999999998455, 'e': 0.36385494264075358}",20,0,-3.5195747397035593,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
676,False,"{'a': 0.35919999999998453, 'e': 0.36330956935901126}",35,15,-66.74283848757659,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",1
677,False,"{'a': 0.3583999999999845, 'e': 0.36276501352395324}",30,13,-14.4425794286303,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 0}",1
678,False,"{'a': 0.3575999999999845, 'e': 0.36222127391032871}",20,9,-21.20494710638919,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
679,False,"{'a': 0.35679999999998446, 'e': 0.36167834929472326}",30,0,-91.2492932148055,"{0: 22, 1: 2, 2: 3, 3: 2, 4: 1}",0
680,False,"{'a': 0.35599999999998444, 'e': 0.36113623845555637}",20,7,-9.725444829893831,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
681,False,"{'a': 0.3551999999999844, 'e': 0.3605949401730783}",25,0,-37.31706062065214,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
682,False,"{'a': 0.3543999999999844, 'e': 0.36005445322936774}",20,0,-7.128483795892441,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
683,False,"{'a': 0.35359999999998437, 'e': 0.35951477640832885}",20,6,5.750119751712517,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
684,False,"{'a': 0.35279999999998435, 'e': 0.35897590849568867}",20,9,8.332307507681966,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
685,False,"{'a': 0.3519999999999843, 'e': 0.35843784827899389}",20,10,19.78450164668276,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.3511999999999843, 'e': 0.35790059454760897}",20,9,20.17827319617629,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.3503999999999843, 'e': 0.35736414609271289}",30,6,15.586846610411445,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
688,False,"{'a': 0.34959999999998426, 'e': 0.35682850170729619}",30,0,-31.586681811837202,"{0: 25, 1: 0, 2: 3, 3: 2, 4: 0}",0
689,False,"{'a': 0.34879999999998423, 'e': 0.35629366018615882}",30,11,3.2730499478405735,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
690,False,"{'a': 0.3479999999999842, 'e': 0.35575962032590724}",20,14,11.061382527250448,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.3471999999999842, 'e': 0.35522638092495157}",25,0,-36.17569832195316,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
692,False,"{'a': 0.34639999999998417, 'e': 0.35469394078350269}",30,23,16.679403182003607,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.34559999999998414, 'e': 0.3541622987035703}",25,11,14.332914741257307,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
694,False,"{'a': 0.3447999999999841, 'e': 0.35363145348895936}",30,3,-42.05116455533134,"{0: 21, 1: 0, 2: 5, 3: 1, 4: 0}",1
695,False,"{'a': 0.3439999999999841, 'e': 0.35310140394526801}",20,0,17.636286096853055,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
696,False,"{'a': 0.3431999999999841, 'e': 0.35257214887988442}",25,8,-32.61282206839059,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
697,False,"{'a': 0.34239999999998405, 'e': 0.35204368710198458}",20,6,-58.59722635681717,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
698,False,"{'a': 0.341599999999984, 'e': 0.35151601742252925}",25,0,-108.64830704679504,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 3}",0
699,False,"{'a': 0.340799999999984, 'e': 0.35098913865426151}",25,14,-21.34592148289681,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
700,False,"{'a': 0.339999999999984, 'e': 0.35046304961170371}",20,12,-9.010219261196214,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
701,False,"{'a': 0.33919999999998396, 'e': 0.34993774911115533}",25,13,12.542330955647119,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
702,False,"{'a': 0.33839999999998394, 'e': 0.34941323597069018}",30,8,-28.06858149979093,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 1}",1
703,False,"{'a': 0.3375999999999839, 'e': 0.34888950901015342}",25,5,-21.238213538867388,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",1
704,False,"{'a': 0.3367999999999839, 'e': 0.34836656705115898}",25,8,-45.23844734020727,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 1}",1
705,False,"{'a': 0.33599999999998387, 'e': 0.34784440891708746}",30,8,28.008980794665167,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.33519999999998384, 'e': 0.34732303343308268}",20,10,2.0698814055334136,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.3343999999999838, 'e': 0.34680243942604977}",35,12,-31.626493371282223,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 1}",1
708,False,"{'a': 0.3335999999999838, 'e': 0.34628262572465179}",25,3,15.04618143804385,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 0}",1
709,False,"{'a': 0.3327999999999838, 'e': 0.34576359115930777}",30,7,5.743938407389981,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
710,False,"{'a': 0.33199999999998375, 'e': 0.34524533456218975}",20,11,-79.89904518121006,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 2}",1
711,False,"{'a': 0.33119999999998373, 'e': 0.34472785476722023}",20,14,12.803852880344623,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.3303999999999837, 'e': 0.34421115061006924}",20,9,-31.264083824402167,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
713,False,"{'a': 0.3295999999999837, 'e': 0.34369522092815236}",25,4,21.331845984191453,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
714,False,"{'a': 0.32879999999998366, 'e': 0.34318006456062761}",20,0,-28.933801017913304,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
715,False,"{'a': 0.32799999999998364, 'e': 0.3426656803483929}",20,14,-0.6300528259162466,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
716,False,"{'a': 0.3271999999999836, 'e': 0.34215206713408353}",20,6,16.952712889237255,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
717,False,"{'a': 0.3263999999999836, 'e': 0.34163922376206951}",20,11,12.25137012640734,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.32559999999998357, 'e': 0.3411271490784531}",25,6,-7.990289857707502,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
719,False,"{'a': 0.32479999999998355, 'e': 0.34061584193106609}",35,21,-10.632504286918955,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
720,False,"{'a': 0.3239999999999835, 'e': 0.34010530116946708}",20,0,2.5785688035420185,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
721,False,"{'a': 0.3231999999999835, 'e': 0.33959552564493917}",20,0,9.90588999661781,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
722,False,"{'a': 0.3223999999999835, 'e': 0.33908651421048719}",25,1,23.143533661965,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
723,False,"{'a': 0.32159999999998345, 'e': 0.33857826572083533}",30,18,-31.1494394502591,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
724,False,"{'a': 0.32079999999998343, 'e': 0.33807077903242416}",20,0,-76.23381272220006,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
725,False,"{'a': 0.3199999999999834, 'e': 0.33756405300340836}",25,18,11.164925079933322,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.3191999999999834, 'e': 0.33705808649365426}",25,8,2.203270640955953,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
727,False,"{'a': 0.31839999999998336, 'e': 0.33655287836473707}",20,8,9.251930115366559,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
728,False,"{'a': 0.31759999999998334, 'e': 0.33604842747993807}",20,13,10.874776040601693,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.3167999999999833, 'e': 0.33554473270424268}",30,6,7.988927850773871,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
730,False,"{'a': 0.3159999999999833, 'e': 0.3350417929043375}",20,15,1.9367303431469685,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.31519999999998327, 'e': 0.33453960694860763}",25,13,14.348586341326431,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.31439999999998325, 'e': 0.33403817370713457}",25,12,11.0022288726407,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
733,False,"{'a': 0.3135999999999832, 'e': 0.3335374920516932}",20,13,13.097509364243223,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.3127999999999832, 'e': 0.33303756085574981}",20,11,12.966081176500252,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.3119999999999832, 'e': 0.33253837899445871}",25,5,-35.96388003734469,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",1
736,False,"{'a': 0.31119999999998316, 'e': 0.33203994534466064}",30,18,21.254750527632808,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.31039999999998313, 'e': 0.3315422587848797}",20,10,-65.51885864143816,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 2}",1
738,False,"{'a': 0.3095999999999831, 'e': 0.33104531819532096}",20,5,-29.088723515368372,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 0}",1
739,False,"{'a': 0.3087999999999831, 'e': 0.33054912245786777}",35,22,-9.832846817919298,"{0: 10, 1: 2, 2: 0, 3: 1, 4: 0}",1
740,False,"{'a': 0.30799999999998307, 'e': 0.33005367045607953}",25,5,-61.901756829632035,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",1
741,False,"{'a': 0.30719999999998304, 'e': 0.32955896107518906}",20,8,19.95790706766498,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.306399999999983, 'e': 0.32906499320210009}",20,0,-66.0005905374568,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
743,False,"{'a': 0.305599999999983, 'e': 0.32857176572538466}",20,12,5.111875348953405,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
744,False,"{'a': 0.304799999999983, 'e': 0.32807927753528066}",30,14,-3.093571414960235,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
745,False,"{'a': 0.30399999999998295, 'e': 0.32758752752368953}",20,6,-0.795365071941216,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
746,False,"{'a': 0.3031999999999829, 'e': 0.3270965145841736}",25,0,-19.94240350981543,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
747,False,"{'a': 0.3023999999999829, 'e': 0.3266062376119534}",20,2,6.585594907781139,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
748,False,"{'a': 0.3015999999999829, 'e': 0.32611669550390565}",30,19,6.660713081658756,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
749,False,"{'a': 0.30079999999998286, 'e': 0.32562788715856034}",30,17,18.987521699558094,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.29999999999998284, 'e': 0.32513981147609861}",25,10,-13.75276737691783,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
751,False,"{'a': 0.2991999999999828, 'e': 0.32465246735834974}",25,13,20.866434935265108,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.2983999999999828, 'e': 0.32416585370878942}",20,11,8.978838938778372,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.29759999999998277, 'e': 0.32367996943253674}",30,24,11.46813156457743,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.29679999999998274, 'e': 0.32319481343635187}",20,10,8.290893704255424,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
755,False,"{'a': 0.2959999999999827, 'e': 0.3227103846286335}",25,0,12.062861797671811,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
756,False,"{'a': 0.2951999999999827, 'e': 0.32222668191941667}",20,13,12.918359162971596,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.2943999999999827, 'e': 0.32174370422037013}",30,7,-37.14819592053186,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 1}",1
758,False,"{'a': 0.29359999999998265, 'e': 0.32126145044479393}",20,0,9.141795709537575,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
759,False,"{'a': 0.29279999999998263, 'e': 0.32077991950761664}",35,24,20.644192843666183,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.2919999999999826, 'e': 0.32029911032539354}",25,12,13.423004707886939,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
761,False,"{'a': 0.2911999999999826, 'e': 0.31981902181630389}",20,9,21.630929681397816,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.29039999999998256, 'e': 0.31933965290014826}",25,7,-47.350748468769815,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
763,False,"{'a': 0.28959999999998254, 'e': 0.31886100249834631}",25,11,7.156573657701648,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
764,False,"{'a': 0.2887999999999825, 'e': 0.31838306953393453}",25,16,8.406375731253927,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.2879999999999825, 'e': 0.31790585293156348}",25,11,8.881821215055137,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
766,False,"{'a': 0.28719999999998247, 'e': 0.31742935161749575}",25,11,0.5190949342843261,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
767,False,"{'a': 0.28639999999998245, 'e': 0.31695356451960294}",30,2,-18.016238111609336,"{0: 24, 1: 2, 2: 1, 3: 0, 4: 1}",1
768,False,"{'a': 0.2855999999999824, 'e': 0.3164784905673641}",35,22,17.167807718222072,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.2847999999999824, 'e': 0.31600412869186251}",30,9,14.919124256178751,"{0: 19, 1: 1, 2: 0, 3: 1, 4: 0}",1
770,False,"{'a': 0.2839999999999824, 'e': 0.31553047782578386}",30,8,23.688422781145178,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
771,False,"{'a': 0.28319999999998235, 'e': 0.31505753690341337}",20,14,12.837816813701238,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.28239999999998233, 'e': 0.3145853048606338}",35,0,-56.059714977893556,"{0: 28, 1: 0, 2: 6, 3: 0, 4: 1}",0
773,False,"{'a': 0.2815999999999823, 'e': 0.31411378063492296}",20,7,24.244990308614646,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.2807999999999823, 'e': 0.31364296316535101}",20,13,-9.046848502178314,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
775,False,"{'a': 0.27999999999998226, 'e': 0.3131728513925785}",30,20,-43.15789009699475,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
776,False,"{'a': 0.27919999999998224, 'e': 0.31270344425885377}",20,13,8.170621960417751,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.2783999999999822, 'e': 0.31223474070801055}",30,0,-18.665643580288666,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
778,False,"{'a': 0.2775999999999822, 'e': 0.31176673968546564}",20,10,-34.245809029061725,"{0: 6, 1: 1, 2: 2, 3: 1, 4: 0}",1
779,False,"{'a': 0.27679999999998217, 'e': 0.31129944013821653}",20,4,8.326903662320605,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
780,False,"{'a': 0.27599999999998215, 'e': 0.31083284101483905}",30,12,17.673501427839987,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
781,False,"{'a': 0.2751999999999821, 'e': 0.31036694126548503}",30,22,2.511018188481814,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
782,False,"{'a': 0.2743999999999821, 'e': 0.30990173984187974}",20,10,-26.740381217767087,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
783,False,"{'a': 0.2735999999999821, 'e': 0.3094372356973199}",20,10,7.97796522923244,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
784,False,"{'a': 0.27279999999998206, 'e': 0.30897342778667086}",25,6,-35.494348359208395,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
785,False,"{'a': 0.27199999999998203, 'e': 0.30851031506636473}",30,8,-54.4858908996551,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 1}",1
786,False,"{'a': 0.271199999999982, 'e': 0.30804789649439762}",20,10,18.20238795335405,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.270399999999982, 'e': 0.30758617103032759}",35,15,3.2482623824379626,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
788,False,"{'a': 0.26959999999998197, 'e': 0.30712513763527216}",20,14,-14.668722447798505,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
789,False,"{'a': 0.26879999999998194, 'e': 0.30666479527190599}",20,5,21.219024704791728,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.2679999999999819, 'e': 0.30620514290445855}",25,8,20.850128881766864,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
791,False,"{'a': 0.2671999999999819, 'e': 0.30574617949871175}",35,18,-41.23293957513042,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
792,False,"{'a': 0.2663999999999819, 'e': 0.30528790402199785}",20,2,22.691114644810845,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.26559999999998185, 'e': 0.30483031544319689}",30,15,11.5797602299856,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
794,False,"{'a': 0.2647999999999818, 'e': 0.30437341273273416}",30,23,11.887924422033766,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.2639999999999818, 'e': 0.30391719486257851}",25,11,-30.332476737643894,"{0: 9, 1: 0, 2: 5, 3: 0, 4: 0}",1
796,False,"{'a': 0.2631999999999818, 'e': 0.30346166080623949}",20,0,34.852732682569446,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
797,False,"{'a': 0.26239999999998176, 'e': 0.30300680953876541}",20,0,-31.488013965753126,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
798,False,"{'a': 0.26159999999998174, 'e': 0.30255264003674054}",25,13,-14.55405024597767,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
799,False,"{'a': 0.2607999999999817, 'e': 0.30209915127828341}",25,0,-24.12586907813818,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
